#baryon fraction in the ADIAB simulation
#z,log10(mass_lower),log10(mass_upper),mass_mean,mass_errl,mass_erru,fb_mean,fb_errl,fb_erru
#notes: redshift,"mass bin, lower end","mass bin, upper end",mean mass in the bin,"1sigma error of mass, lower end","1sigma error of mass, upper end",mean baryon fraction in the bin,"1sigma error of baryon fraction, lower end","1sigma error of baryon fraction, upper end"
#units: 1,log10(Msol),log10(Msol),Msol,Msol,Msol,1,1,1
6.29907,9.2,10.2,3.42161e+09,1.47271e+08,1.54416e+08,0.887764,0.00249274,0.00254056
6.29907,9.3,10.3,4.28184e+09,2.21767e+08,2.41464e+08,0.889664,0.00275847,0.00275907
6.29907,9.4,10.4,5.14751e+09,3.04429e+08,3.26496e+08,0.890096,0.00301451,0.00302642
6.29907,9.5,10.5,6.75273e+09,4.98077e+08,5.43857e+08,0.891318,0.00361692,0.0036659
6.29907,9.6,10.6,8.55109e+09,7.76865e+08,8.65633e+08,0.891449,0.00409726,0.00406927
6.29907,9.7,10.7,1.06102e+10,1.07952e+09,1.20426e+09,0.892523,0.00456886,0.00459112
6.29907,9.8,10.8,1.35072e+10,1.64186e+09,1.91718e+09,0.892523,0.00532922,0.00544753
6.29907,9.9,10.9,1.76412e+10,2.48493e+09,2.9668e+09,0.89102,0.00623153,0.00639056
6.29907,10,11,2.0756e+10,3.03983e+09,3.60147e+09,0.890463,0.00670421,0.00674156
6.29907,10.1,11.1,2.59442e+10,3.92645e+09,4.72535e+09,0.888282,0.00857798,0.0076321
6.29907,10.2,11.2,2.84239e+10,4.40126e+09,5.27735e+09,0.887046,0.00979766,0.00876825
6.29907,10.3,11.3,3.59715e+10,5.54375e+09,6.74181e+09,0.887713,0.0105708,0.00967488
6.29907,10.4,11.4,5.08926e+10,1.5511e+10,2.81675e+10,0.8837,0.0115952,0.0107598
6.29907,10.5,11.5,6.10298e+10,2.13575e+10,3.84761e+10,0.877266,0.0130362,0.0105743
6.36124,7.5,8.5,8.67268e+07,560553,564312,0.576405,0.00123255,0.00122259
6.36124,7.6,8.6,1.06895e+08,770540,766124,0.60822,0.00131203,0.00131524
6.36124,7.7,8.7,1.32233e+08,1.04667e+06,1.05712e+06,0.640683,0.00138379,0.00137641
6.36124,7.8,8.8,1.65103e+08,1.45043e+06,1.46991e+06,0.675114,0.00144337,0.00144311
6.36124,7.9,8.9,2.07309e+08,2.01541e+06,2.0374e+06,0.709143,0.00147939,0.00148026
6.36124,8,9,2.59278e+08,2.80293e+06,2.85045e+06,0.739617,0.0015054,0.00149828
6.36124,8.1,9.1,3.20963e+08,3.87218e+06,3.90202e+06,0.765885,0.00151909,0.00151117
6.36124,8.2,9.2,4.01178e+08,5.42559e+06,5.51627e+06,0.789643,0.00151312,0.00150837
6.36124,8.3,9.3,5.03089e+08,7.61376e+06,7.72654e+06,0.809934,0.00155947,0.00153822
6.36124,8.4,9.4,6.33554e+08,1.10254e+07,1.10521e+07,0.827222,0.00156004,0.00155223
6.36124,8.5,9.5,7.94926e+08,1.5487e+07,1.57889e+07,0.840847,0.00161059,0.00159689
6.36124,8.6,9.6,9.80832e+08,2.13335e+07,2.18075e+07,0.852606,0.00164334,0.00163329
6.36124,8.7,9.7,1.2246e+09,2.9542e+07,3.05441e+07,0.862832,0.0017332,0.00171498
6.36124,8.8,9.8,1.51924e+09,4.09842e+07,4.26076e+07,0.870619,0.00180734,0.00180548
6.36124,8.9,9.9,1.88307e+09,5.77172e+07,5.89563e+07,0.875902,0.00195287,0.00194882
6.36124,9,10,2.32006e+09,7.96573e+07,8.20197e+07,0.880773,0.00209161,0.00209448
6.36124,9.1,10.1,2.81033e+09,1.08858e+08,1.13657e+08,0.883554,0.00224385,0.00224634
6.36124,9.2,10.2,3.42732e+09,1.50697e+08,1.59586e+08,0.886576,0.00254076,0.00254354
6.36124,9.3,10.3,4.23716e+09,2.20684e+08,2.37665e+08,0.888431,0.00274267,0.00275476
6.36124,9.4,10.4,5.14928e+09,3.05646e+08,3.305e+08,0.889204,0.00305378,0.00308499
6.36124,9.5,10.5,6.73551e+09,5.00589e+08,5.53697e+08,0.890905,0.00357099,0.00357152
6.36124,9.6,10.6,8.64893e+09,8.02202e+08,9.04904e+08,0.891797,0.00410129,0.00406156
6.36124,9.7,10.7,1.06437e+10,1.08811e+09,1.21539e+09,0.890851,0.00459047,0.00466593
6.36124,9.8,10.8,1.35832e+10,1.68984e+09,1.94298e+09,0.891549,0.00505312,0.00513107
6.36124,9.9,10.9,1.74199e+10,2.48299e+09,2.94037e+09,0.889239,0.00565025,0.00576185
6.36124,10,11,2.05807e+10,3.05303e+09,3.69059e+09,0.888194,0.00674896,0.00680399
6.36124,10.1,11.1,2.50122e+10,3.83206e+09,4.61931e+09,0.888285,0.0081351,0.00747376
6.36124,10.2,11.2,2.8733e+10,4.54878e+09,5.5206e+09,0.887682,0.00963332,0.00802102
6.36124,10.3,11.3,3.55833e+10,5.54953e+09,6.87765e+09,0.887927,0.00982363,0.0092817
6.36124,10.4,11.4,4.8502e+10,1.45304e+10,2.62222e+10,0.885968,0.0108894,0.0101729
6.36124,10.5,11.5,6.11245e+10,2.15388e+10,3.8322e+10,0.881247,0.0135429,0.0110163
6.42475,7.5,8.5,8.65918e+07,561347,560936,0.577365,0.00122731,0.00121727
6.42475,7.6,8.6,1.06782e+08,765443,769664,0.60889,0.00131335,0.00131429
6.42475,7.7,8.7,1.32424e+08,1.05572e+06,1.06515e+06,0.641429,0.00137294,0.00137408
6.42475,7.8,8.8,1.65211e+08,1.46887e+06,1.46736e+06,0.675521,0.00143942,0.00144041
6.42475,7.9,8.9,2.07481e+08,2.03731e+06,2.03204e+06,0.709422,0.00148031,0.00149198
6.42475,8,9,2.58807e+08,2.84136e+06,2.83016e+06,0.739582,0.00149363,0.00149799
6.42475,8.1,9.1,3.20063e+08,3.85697e+06,3.91522e+06,0.765614,0.00153563,0.00151693
6.42475,8.2,9.2,3.98447e+08,5.37409e+06,5.46444e+06,0.7894,0.00152419,0.00151423
6.42475,8.3,9.3,4.99958e+08,7.69758e+06,7.66382e+06,0.810169,0.00155105,0.00154963
6.42475,8.4,9.4,6.31782e+08,1.10026e+07,1.11847e+07,0.82726,0.00158704,0.00157188
6.42475,8.5,9.5,7.87589e+08,1.53712e+07,1.57328e+07,0.840759,0.00162602,0.00161249
6.42475,8.6,9.6,9.7151e+08,2.12905e+07,2.1523e+07,0.851835,0.00168748,0.00166339
6.42475,8.7,9.7,1.22225e+09,3.00007e+07,3.04844e+07,0.863082,0.00173994,0.00172321
6.42475,8.8,9.8,1.52234e+09,4.20405e+07,4.29848e+07,0.870263,0.00182357,0.00180887
6.42475,8.9,9.9,1.88732e+09,5.86565e+07,6.08229e+07,0.876099,0.00191864,0.00191185
6.42475,9,10,2.32482e+09,8.06915e+07,8.32928e+07,0.880963,0.00204517,0.00204175
6.42475,9.1,10.1,2.79724e+09,1.09782e+08,1.1416e+08,0.883512,0.002247,0.00222518
6.42475,9.2,10.2,3.38004e+09,1.50337e+08,1.57717e+08,0.886303,0.00251627,0.00249322
6.42475,9.3,10.3,4.18467e+09,2.22919e+08,2.39841e+08,0.888202,0.00269027,0.00268589
6.42475,9.4,10.4,5.16365e+09,3.15354e+08,3.41568e+08,0.88825,0.00309378,0.00307345
6.42475,9.5,10.5,6.6897e+09,5.09714e+08,5.60773e+08,0.890677,0.00347567,0.0034389
6.42475,9.6,10.6,8.64983e+09,8.31591e+08,9.26491e+08,0.892175,0.00399066,0.00396727
6.42475,9.7,10.7,1.05718e+10,1.0848e+09,1.22144e+09,0.891365,0.0047014,0.00479014
6.42475,9.8,10.8,1.3712e+10,1.7233e+09,2.00774e+09,0.891684,0.00514436,0.00517728
6.42475,9.9,10.9,1.76146e+10,2.53714e+09,3.04044e+09,0.889618,0.00604247,0.00598491
6.42475,10,11,2.06665e+10,3.12832e+09,3.73562e+09,0.889035,0.00696971,0.00676542
6.42475,10.1,11.1,2.47914e+10,3.85415e+09,4.60494e+09,0.889456,0.00866173,0.0075258
6.42475,10.2,11.2,2.82595e+10,4.5025e+09,5.45559e+09,0.887612,0.0101939,0.00819584
6.42475,10.3,11.3,3.52631e+10,5.52302e+09,6.83644e+09,0.887517,0.00942806,0.00912024
6.42475,10.4,11.4,4.79749e+10,1.46415e+10,2.5997e+10,0.885496,0.010621,0.0101016
6.42475,10.5,11.5,6.20067e+10,2.18402e+10,3.8438e+10,0.88638,0.00977744,0.0083564
6.48964,7.5,8.5,8.6562e+07,562130,565538,0.578042,0.00123219,0.00122866
6.48964,7.6,8.6,1.06799e+08,768657,767684,0.609748,0.00131463,0.00129994
6.48964,7.7,8.7,1.32282e+08,1.06436e+06,1.0694e+06,0.641866,0.00138156,0.00137769
6.48964,7.8,8.8,1.64854e+08,1.4666e+06,1.46594e+06,0.675907,0.00144471,0.00143288
6.48964,7.9,8.9,2.06755e+08,2.03128e+06,2.05999e+06,0.709583,0.00149166,0.00147612
6.48964,8,9,2.57207e+08,2.78376e+06,2.81469e+06,0.739425,0.00150296,0.00150869
6.48964,8.1,9.1,3.19565e+08,3.89068e+06,3.90359e+06,0.765922,0.00153317,0.00151793
6.48964,8.2,9.2,3.99161e+08,5.49675e+06,5.55775e+06,0.789522,0.0015227,0.00151456
6.48964,8.3,9.3,5.00105e+08,7.70265e+06,7.75892e+06,0.810251,0.0015583,0.00156002
6.48964,8.4,9.4,6.31576e+08,1.11226e+07,1.12927e+07,0.82676,0.00159298,0.00159706
6.48964,8.5,9.5,7.84627e+08,1.54888e+07,1.5837e+07,0.840272,0.00164033,0.00162998
6.48964,8.6,9.6,9.68805e+08,2.10035e+07,2.15207e+07,0.851735,0.00168885,0.0016683
6.48964,8.7,9.7,1.21733e+09,3.01949e+07,3.07317e+07,0.862105,0.00177843,0.001754
6.48964,8.8,9.8,1.51633e+09,4.24144e+07,4.3505e+07,0.869655,0.0018726,0.00186243
6.48964,8.9,9.9,1.87793e+09,5.85824e+07,6.02973e+07,0.875664,0.00195116,0.00195146
6.48964,9,10,2.29543e+09,7.96538e+07,8.34642e+07,0.879896,0.00212267,0.00209968
6.48964,9.1,10.1,2.79046e+09,1.09979e+08,1.16835e+08,0.882923,0.00229742,0.00229483
6.48964,9.2,10.2,3.41479e+09,1.56454e+08,1.65384e+08,0.886553,0.0025639,0.00258598
6.48964,9.3,10.3,4.16843e+09,2.23718e+08,2.39945e+08,0.88669,0.00276837,0.00282882
6.48964,9.4,10.4,5.3412e+09,3.49371e+08,3.79593e+08,0.887598,0.00318881,0.00318294
6.48964,9.5,10.5,6.63269e+09,4.98932e+08,5.46707e+08,0.889357,0.00364559,0.00366748
6.48964,9.6,10.6,8.57037e+09,8.11529e+08,9.02725e+08,0.891804,0.00393396,0.00391938
6.48964,9.7,10.7,1.0455e+10,1.05691e+09,1.1865e+09,0.890705,0.00471532,0.00477699
6.48964,9.8,10.8,1.34795e+10,1.68306e+09,1.94185e+09,0.890933,0.00512245,0.00510605
6.48964,9.9,10.9,1.72453e+10,2.45891e+09,2.97131e+09,0.888276,0.00589107,0.0056665
6.48964,10,11,1.99942e+10,3.00511e+09,3.6496e+09,0.887074,0.00661233,0.00609485
6.48964,10.1,11.1,2.42998e+10,3.7728e+09,4.60165e+09,0.887385,0.00846558,0.00721029
6.48964,10.2,11.2,2.81243e+10,4.57435e+09,5.55318e+09,0.88696,0.0106347,0.00844376
6.48964,10.3,11.3,4.17079e+10,1.20591e+10,2.12758e+10,0.886514,0.00915906,0.00906079
6.48964,10.4,11.4,5.13489e+10,1.66967e+10,2.91719e+10,0.890167,0.00914756,0.00960131
6.48964,10.5,11.5,5.9719e+10,2.05969e+10,3.6288e+10,0.886721,0.00891196,0.00776352
6.55595,7.5,8.5,8.6415e+07,572929,568565,0.578447,0.00122581,0.00121286
6.55595,7.6,8.6,1.06831e+08,771542,781062,0.61043,0.00131647,0.00130732
6.55595,7.7,8.7,1.32176e+08,1.06733e+06,1.0747e+06,0.642295,0.00138471,0.00137744
6.55595,7.8,8.8,1.64988e+08,1.47045e+06,1.48068e+06,0.67648,0.00144792,0.0014494
6.55595,7.9,8.9,2.06896e+08,2.05707e+06,2.06563e+06,0.710131,0.0014778,0.00146955
6.55595,8,9,2.56355e+08,2.82175e+06,2.82405e+06,0.739517,0.00150444,0.00150004
6.55595,8.1,9.1,3.191e+08,3.91004e+06,3.9497e+06,0.766071,0.00152578,0.00152135
6.55595,8.2,9.2,3.98018e+08,5.48496e+06,5.54902e+06,0.789203,0.00153262,0.00151601
6.55595,8.3,9.3,5.00163e+08,7.78198e+06,7.87047e+06,0.809737,0.00157137,0.0015487
6.55595,8.4,9.4,6.28919e+08,1.11181e+07,1.11656e+07,0.826084,0.00159365,0.0015985
6.55595,8.5,9.5,7.84049e+08,1.54764e+07,1.5955e+07,0.839968,0.00164137,0.0016387
6.55595,8.6,9.6,9.74895e+08,2.16985e+07,2.22048e+07,0.851848,0.00168669,0.00168721
6.55595,8.7,9.7,1.21164e+09,3.01332e+07,3.03184e+07,0.862069,0.00180369,0.00178996
6.55595,8.8,9.8,1.52296e+09,4.24399e+07,4.37144e+07,0.869795,0.00190382,0.00188875
6.55595,8.9,9.9,1.8714e+09,5.83574e+07,5.98823e+07,0.875855,0.00199171,0.00197652
6.55595,9,10,2.28353e+09,8.10836e+07,8.34516e+07,0.879649,0.00214208,0.00213044
6.55595,9.1,10.1,2.74881e+09,1.08698e+08,1.12618e+08,0.88282,0.00230168,0.00231276
6.55595,9.2,10.2,3.37912e+09,1.55311e+08,1.65985e+08,0.886403,0.00257367,0.00257611
6.55595,9.3,10.3,4.15366e+09,2.2713e+08,2.42827e+08,0.887019,0.00281146,0.00283517
6.55595,9.4,10.4,5.25261e+09,3.43088e+08,3.68582e+08,0.888256,0.00312779,0.00309243
6.55595,9.5,10.5,6.58212e+09,4.93778e+08,5.38214e+08,0.889435,0.00363457,0.00358462
6.55595,9.6,10.6,8.62677e+09,8.2087e+08,9.16431e+08,0.891006,0.00409954,0.00408645
6.55595,9.7,10.7,1.02459e+10,1.03288e+09,1.15928e+09,0.891486,0.00478724,0.00478454
6.55595,9.8,10.8,1.36476e+10,1.70028e+09,1.98167e+09,0.892215,0.00552361,0.00543014
6.55595,9.9,10.9,1.6911e+10,2.40173e+09,2.90456e+09,0.889488,0.00615468,0.00594449
6.55595,10,11,2.00009e+10,3.00596e+09,3.65386e+09,0.888359,0.00702893,0.0064696
6.55595,10.1,11.1,2.33123e+10,3.59545e+09,4.42114e+09,0.888719,0.00831287,0.00727586
6.55595,10.2,11.2,2.72395e+10,4.41106e+09,5.42827e+09,0.887454,0.010491,0.00848332
6.55595,10.3,11.3,4.00139e+10,1.16386e+10,2.0415e+10,0.888101,0.0098677,0.00934158
6.55595,10.4,11.4,4.94909e+10,1.59259e+10,2.76742e+10,0.889406,0.0105917,0.0111635
6.55595,10.5,11.5,5.7579e+10,1.9735e+10,3.42541e+10,0.88417,0.00945172,0.00802138
6.62376,7.5,8.5,8.62932e+07,572701,569095,0.578694,0.00123765,0.00123982
6.62376,7.6,8.6,1.0661e+08,773914,778023,0.610121,0.00131862,0.00132045
6.62376,7.7,8.7,1.31907e+08,1.0599e+06,1.08169e+06,0.642047,0.00138594,0.0014009
6.62376,7.8,8.8,1.64716e+08,1.47863e+06,1.49066e+06,0.676868,0.00144208,0.00145393
6.62376,7.9,8.9,2.06853e+08,2.07001e+06,2.07673e+06,0.710405,0.00149755,0.00149553
6.62376,8,9,2.55983e+08,2.81251e+06,2.85763e+06,0.739367,0.00150435,0.00151346
6.62376,8.1,9.1,3.18883e+08,3.92811e+06,3.99327e+06,0.765809,0.00154596,0.00152948
6.62376,8.2,9.2,3.98164e+08,5.58659e+06,5.61119e+06,0.788866,0.00155648,0.00155849
6.62376,8.3,9.3,5.00741e+08,7.82753e+06,7.98914e+06,0.809924,0.00157884,0.00155845
6.62376,8.4,9.4,6.27392e+08,1.11349e+07,1.13965e+07,0.826136,0.00159562,0.00158467
6.62376,8.5,9.5,7.83833e+08,1.55939e+07,1.60063e+07,0.840446,0.00164083,0.00162077
6.62376,8.6,9.6,9.717e+08,2.16424e+07,2.21043e+07,0.851484,0.00170294,0.00169186
6.62376,8.7,9.7,1.21026e+09,3.00161e+07,3.09974e+07,0.861668,0.00181877,0.00179969
6.62376,8.8,9.8,1.51652e+09,4.28949e+07,4.41327e+07,0.869203,0.00188788,0.00187041
6.62376,8.9,9.9,1.85637e+09,5.78825e+07,6.01629e+07,0.874546,0.00200691,0.00198913
6.62376,9,10,2.27434e+09,8.13073e+07,8.53984e+07,0.879093,0.00211604,0.00211365
6.62376,9.1,10.1,2.7366e+09,1.08616e+08,1.15456e+08,0.882406,0.00231174,0.0022882
6.62376,9.2,10.2,3.37396e+09,1.59564e+08,1.69046e+08,0.886237,0.00250906,0.00251689
6.62376,9.3,10.3,4.18955e+09,2.37055e+08,2.54115e+08,0.88703,0.00274977,0.00275874
6.62376,9.4,10.4,5.26623e+09,3.51947e+08,3.79848e+08,0.888649,0.00313772,0.00311222
6.62376,9.5,10.5,6.66446e+09,5.25995e+08,5.78753e+08,0.890771,0.00363571,0.00363391
6.62376,9.6,10.6,8.44477e+09,7.9803e+08,8.93979e+08,0.890916,0.00411166,0.00411694
6.62376,9.7,10.7,1.02751e+10,1.10959e+09,1.27356e+09,0.892195,0.00487545,0.00484042
6.62376,9.8,10.8,1.33428e+10,1.67064e+09,1.97184e+09,0.892785,0.00590853,0.00578202
6.62376,9.9,10.9,1.62882e+10,2.35197e+09,2.80259e+09,0.891169,0.00656776,0.0064697
6.62376,10,11,1.99205e+10,3.09668e+09,3.76794e+09,0.890337,0.00769487,0.00717538
6.62376,10.1,11.1,2.31335e+10,3.6905e+09,4.54833e+09,0.887694,0.00895487,0.00798243
6.62376,10.2,11.2,2.75523e+10,4.69482e+09,5.73014e+09,0.885638,0.0116922,0.00983301
6.62376,10.3,11.3,4.22265e+10,1.30253e+10,2.25659e+10,0.8861,0.0113413,0.0108557
6.62376,10.4,11.4,5.25336e+10,1.7516e+10,3.03237e+10,0.886118,0.00966868,0.0115802
6.62376,10.5,11.5,6.28879e+10,2.33049e+10,3.96515e+10,0.879431,0.00856856,0.00879434
6.69309,7.5,8.5,8.6202e+07,569853,576344,0.579081,0.00123792,0.00123905
6.69309,7.6,8.6,1.06624e+08,780507,782980,0.610555,0.00132865,0.00132877
6.69309,7.7,8.7,1.31878e+08,1.07252e+06,1.07818e+06,0.642719,0.0013947,0.00138594
6.69309,7.8,8.8,1.63949e+08,1.47597e+06,1.46969e+06,0.67661,0.0014437,0.00143934
6.69309,7.9,8.9,2.06473e+08,2.0623e+06,2.07758e+06,0.710336,0.00149621,0.00149907
6.69309,8,9,2.55114e+08,2.83164e+06,2.8585e+06,0.739085,0.00152599,0.0015315
6.69309,8.1,9.1,3.18636e+08,3.95185e+06,4.00426e+06,0.76606,0.00154215,0.00155555
6.69309,8.2,9.2,3.96528e+08,5.5811e+06,5.65402e+06,0.788679,0.0015688,0.00156355
6.69309,8.3,9.3,4.97423e+08,7.78935e+06,7.9875e+06,0.809358,0.00159104,0.00157065
6.69309,8.4,9.4,6.25325e+08,1.12214e+07,1.14314e+07,0.825894,0.00162706,0.00160844
6.69309,8.5,9.5,7.82783e+08,1.57832e+07,1.60599e+07,0.839843,0.00165882,0.00165211
6.69309,8.6,9.6,9.69373e+08,2.18453e+07,2.22852e+07,0.851113,0.00174144,0.00171886
6.69309,8.7,9.7,1.20789e+09,3.02908e+07,3.12091e+07,0.861405,0.0018312,0.00179599
6.69309,8.8,9.8,1.49384e+09,4.23922e+07,4.29842e+07,0.868582,0.00188595,0.00187846
6.69309,8.9,9.9,1.85071e+09,5.82191e+07,5.98273e+07,0.874333,0.00197739,0.00197952
6.69309,9,10,2.2559e+09,8.21187e+07,8.56408e+07,0.879186,0.00214225,0.00210757
6.69309,9.1,10.1,2.73819e+09,1.12752e+08,1.18668e+08,0.882271,0.00233731,0.0023334
6.69309,9.2,10.2,3.34553e+09,1.59682e+08,1.68236e+08,0.886057,0.00256581,0.00254667
6.69309,9.3,10.3,4.16498e+09,2.38963e+08,2.59736e+08,0.886559,0.00274024,0.00275534
6.69309,9.4,10.4,5.22277e+09,3.51551e+08,3.80449e+08,0.889102,0.00319537,0.00320765
6.69309,9.5,10.5,6.62621e+09,5.26671e+08,5.77669e+08,0.891634,0.00374422,0.00371459
6.69309,9.6,10.6,8.34437e+09,7.92192e+08,8.95128e+08,0.891238,0.0042104,0.00420473
6.69309,9.7,10.7,1.02286e+10,1.11411e+09,1.2768e+09,0.891338,0.00513345,0.0050586
6.69309,9.8,10.8,1.34946e+10,1.86387e+09,2.23222e+09,0.891378,0.00587921,0.00585143
6.69309,9.9,10.9,1.62306e+10,2.35913e+09,2.89273e+09,0.891144,0.00695155,0.00693829
6.69309,10,11,1.9907e+10,3.13704e+09,3.81609e+09,0.887072,0.00786754,0.00751914
6.69309,10.1,11.1,2.33262e+10,3.79216e+09,4.64799e+09,0.887156,0.0101979,0.0096846
6.69309,10.2,11.2,2.70418e+10,4.65979e+09,5.76102e+09,0.883969,0.0120254,0.0107737
6.69309,10.3,11.3,4.21298e+10,1.32982e+10,2.26667e+10,0.886579,0.0121574,0.0125059
6.69309,10.4,11.4,5.05924e+10,1.68121e+10,2.88833e+10,0.887275,0.0108097,0.0135194
6.69309,10.5,11.5,6.07833e+10,2.20495e+10,3.78413e+10,0.87847,0.00779621,0.0106529
6.76402,7.5,8.5,8.6137e+07,573840,576376,0.57966,0.0012411,0.00123758
6.76402,7.6,8.6,1.06574e+08,790676,795154,0.611438,0.00132961,0.00133676
6.76402,7.7,8.7,1.32006e+08,1.09407e+06,1.08655e+06,0.643384,0.00141073,0.00140094
6.76402,7.8,8.8,1.64338e+08,1.49308e+06,1.50572e+06,0.677104,0.00146067,0.00145303
6.76402,7.9,8.9,2.0617e+08,2.08146e+06,2.09893e+06,0.71085,0.00150081,0.00149422
6.76402,8,9,2.55129e+08,2.83585e+06,2.8682e+06,0.73952,0.00153728,0.00153165
6.76402,8.1,9.1,3.16736e+08,3.95503e+06,3.99191e+06,0.765785,0.00155567,0.00153681
6.76402,8.2,9.2,3.96355e+08,5.62993e+06,5.72154e+06,0.789111,0.00155581,0.0015609
6.76402,8.3,9.3,4.95967e+08,7.96049e+06,8.02052e+06,0.809406,0.00158767,0.00157055
6.76402,8.4,9.4,6.22831e+08,1.1276e+07,1.13773e+07,0.825691,0.00162698,0.0016106
6.76402,8.5,9.5,7.78333e+08,1.57619e+07,1.60313e+07,0.839466,0.00165674,0.00164599
6.76402,8.6,9.6,9.63591e+08,2.19213e+07,2.2298e+07,0.850737,0.00173424,0.0017193
6.76402,8.7,9.7,1.21432e+09,3.14136e+07,3.22573e+07,0.860978,0.00184178,0.00182993
6.76402,8.8,9.8,1.5036e+09,4.33644e+07,4.45495e+07,0.868659,0.00190587,0.00191079
6.76402,8.9,9.9,1.83373e+09,5.76866e+07,6.0025e+07,0.873722,0.00205686,0.0020497
6.76402,9,10,2.247e+09,8.21005e+07,8.64002e+07,0.878431,0.002206,0.00218072
6.76402,9.1,10.1,2.71309e+09,1.12686e+08,1.19351e+08,0.881731,0.00240499,0.002398
6.76402,9.2,10.2,3.34271e+09,1.63264e+08,1.73192e+08,0.885369,0.00263636,0.00261507
6.76402,9.3,10.3,4.211e+09,2.53091e+08,2.72569e+08,0.88661,0.00287027,0.00285882
6.76402,9.4,10.4,5.1717e+09,3.47027e+08,3.79548e+08,0.889575,0.00337979,0.00335499
6.76402,9.5,10.5,6.57629e+09,5.2316e+08,5.70365e+08,0.891918,0.00393024,0.00393549
6.76402,9.6,10.6,8.28184e+09,7.95412e+08,8.9809e+08,0.892566,0.00455493,0.00454115
6.76402,9.7,10.7,1.03947e+10,1.14876e+09,1.32232e+09,0.892699,0.00534646,0.00537348
6.76402,9.8,10.8,1.37149e+10,1.91843e+09,2.29423e+09,0.893974,0.00646271,0.00643346
6.76402,9.9,10.9,1.59665e+10,2.31344e+09,2.78548e+09,0.893571,0.00721312,0.00720732
6.76402,10,11,1.98889e+10,3.07964e+09,3.76058e+09,0.888633,0.00843572,0.00811082
6.76402,10.1,11.1,2.30332e+10,3.73859e+09,4.60837e+09,0.888908,0.0107176,0.0100607
6.76402,10.2,11.2,2.67551e+10,4.64298e+09,5.71101e+09,0.889459,0.0128959,0.0114003
6.76402,10.3,11.3,4.44229e+10,1.44475e+10,2.49087e+10,0.893707,0.0125828,0.0137969
6.76402,10.4,11.4,4.9033e+10,1.63049e+10,2.8399e+10,0.890298,0.0126356,0.0146364
6.76402,10.5,11.5,5.9134e+10,2.13942e+10,3.68212e+10,0.88191,0.011256,0.013166
6.83661,7.5,8.5,8.61089e+07,578421,579691,0.580307,0.00123929,0.00124255
6.83661,7.6,8.6,1.06626e+08,785840,797458,0.611351,0.00132665,0.00133358
6.83661,7.7,8.7,1.31983e+08,1.08646e+06,1.09064e+06,0.643591,0.00140557,0.00140082
6.83661,7.8,8.8,1.63928e+08,1.49616e+06,1.51825e+06,0.67706,0.00145981,0.00146452
6.83661,7.9,8.9,2.05671e+08,2.09803e+06,2.11585e+06,0.710404,0.00150965,0.00149912
6.83661,8,9,2.54324e+08,2.86017e+06,2.8416e+06,0.739287,0.00153389,0.001538
6.83661,8.1,9.1,3.16086e+08,3.95254e+06,4.03953e+06,0.765269,0.00155531,0.001573
6.83661,8.2,9.2,3.95048e+08,5.59335e+06,5.70535e+06,0.788525,0.00158894,0.00158089
6.83661,8.3,9.3,4.94817e+08,7.95165e+06,8.03647e+06,0.808733,0.00163311,0.00161955
6.83661,8.4,9.4,6.22265e+08,1.13769e+07,1.16082e+07,0.82515,0.00165884,0.00166058
6.83661,8.5,9.5,7.75345e+08,1.57407e+07,1.6215e+07,0.839418,0.00168094,0.00168263
6.83661,8.6,9.6,9.68208e+08,2.24518e+07,2.26517e+07,0.85095,0.00178767,0.00176749
6.83661,8.7,9.7,1.21513e+09,3.19052e+07,3.23964e+07,0.861537,0.00184239,0.00183804
6.83661,8.8,9.8,1.4971e+09,4.35904e+07,4.48702e+07,0.868839,0.00193755,0.00191608
6.83661,8.9,9.9,1.82873e+09,5.83839e+07,6.07187e+07,0.874519,0.0020569,0.00205413
6.83661,9,10,2.23377e+09,8.30913e+07,8.67344e+07,0.878598,0.00224499,0.00224341
6.83661,9.1,10.1,2.71531e+09,1.1545e+08,1.21955e+08,0.881482,0.00250064,0.00250299
6.83661,9.2,10.2,3.34655e+09,1.67793e+08,1.77768e+08,0.884885,0.00276856,0.002762
6.83661,9.3,10.3,4.13238e+09,2.457e+08,2.63349e+08,0.885655,0.00302015,0.00298536
6.83661,9.4,10.4,5.21021e+09,3.65633e+08,3.95845e+08,0.887803,0.00339519,0.00338757
6.83661,9.5,10.5,6.56486e+09,5.37441e+08,6.01804e+08,0.8902,0.00389861,0.00386295
6.83661,9.6,10.6,8.25554e+09,7.9802e+08,9.00634e+08,0.890612,0.00453823,0.00450397
6.83661,9.7,10.7,1.08041e+10,1.29617e+09,1.51726e+09,0.8919,0.00537617,0.00528169
6.83661,9.8,10.8,1.38029e+10,1.92883e+09,2.32507e+09,0.891293,0.00675164,0.00661869
6.83661,9.9,10.9,1.57715e+10,2.28923e+09,2.80129e+09,0.891305,0.00738526,0.00730006
6.83661,10,11,1.95459e+10,3.06613e+09,3.75032e+09,0.887789,0.00880179,0.00808962
6.83661,10.1,11.1,2.3137e+10,3.73368e+09,4.64464e+09,0.888274,0.0108157,0.00945814
6.83661,10.2,11.2,3.30696e+10,9.44863e+09,1.63934e+10,0.886533,0.0141197,0.0125659
6.83661,10.3,11.3,4.14895e+10,1.32833e+10,2.29195e+10,0.891919,0.0116228,0.0128299
